split,featureset,cycle,confA,confB,n_estimators,max_features,max_depth,max_samples,criterion
instance,f2f,33,gpw_tree,swc_gpw,200,6,2,0.952,entropy
instance,f2f,33,gpw_tree,ggt_mdd,200,6,2,0.999,entropy
instance,f2f,33,gpw_gpw,tree_gpw,200,6,36,0.668,gini
instance,f2f,33,gpw_gpw,swc_gpw,200,5,28,0.195,gini
instance,f2f,33,gpw_gpw,ggt_mdd,200,9,29,0.195,entropy
instance,f2f,33,tree_gpw,swc_gpw,200,9,9,0.337,gini
instance,f2f,33,tree_gpw,ggt_mdd,200,9,29,0.195,entropy
instance,f2f,33,swc_gpw,ggt_mdd,200,4,16,0.289,entropy
class,f2fsr,33,gpw_tree,gpw_gpw,200,9,27,0.952,gini
class,f2fsr,33,gpw_tree,tree_gpw,200,9,6,0.147,gini
class,f2fsr,33,gpw_tree,swc_gpw,200,4,16,0.289,entropy
class,f2fsr,33,gpw_tree,ggt_mdd,200,7,7,0.147,gini
class,f2fsr,33,gpw_gpw,tree_gpw,200,6,22,0.147,entropy
class,f2fsr,33,gpw_gpw,swc_gpw,200,7,13,0.289,gini
class,f2fsr,33,gpw_gpw,ggt_mdd,200,7,38,0.904,entropy
class,f2fsr,33,tree_gpw,swc_gpw,200,8,36,0.147,gini
class,f2fsr,33,tree_gpw,ggt_mdd,200,9,9,0.337,gini
class,f2fsr,33,swc_gpw,ggt_mdd,200,5,28,0.195,gini
instance,f2fsr,33,gpw_tree,gpw_gpw,200,7,28,0.384,gini
instance,f2fsr,33,gpw_tree,tree_gpw,200,7,3,0.289,gini
instance,f2fsr,33,gpw_tree,swc_gpw,200,9,6,0.147,gini
instance,f2fsr,33,gpw_tree,ggt_mdd,200,6,2,0.999,entropy
instance,f2fsr,33,gpw_gpw,tree_gpw,200,6,18,0.952,gini
instance,f2fsr,33,gpw_gpw,swc_gpw,200,4,27,0.857,entropy
instance,f2fsr,33,gpw_gpw,ggt_mdd,200,6,22,0.147,entropy
instance,f2fsr,33,tree_gpw,swc_gpw,200,7,13,0.289,gini
instance,f2fsr,33,tree_gpw,ggt_mdd,200,4,29,0.715,gini
instance,f2fsr,33,swc_gpw,ggt_mdd,200,9,9,0.337,gini
class,sumpb,33,gpw_tree,gpw_gpw,200,6,20,0.1,gini
class,sumpb,33,gpw_tree,tree_gpw,200,8,17,0.904,gini
class,sumpb,33,gpw_tree,swc_gpw,200,6,30,0.431,gini
class,sumpb,33,gpw_tree,ggt_mdd,200,6,20,0.1,gini
class,sumpb,33,gpw_gpw,tree_gpw,200,7,14,0.857,gini
class,sumpb,33,gpw_gpw,swc_gpw,200,4,27,0.857,entropy
class,sumpb,33,gpw_gpw,ggt_mdd,200,8,23,0.289,gini
class,sumpb,33,tree_gpw,swc_gpw,200,8,36,0.147,gini
class,sumpb,33,tree_gpw,ggt_mdd,200,6,2,0.999,entropy
class,sumpb,33,swc_gpw,ggt_mdd,200,6,20,0.1,gini
instance,sumpb,33,gpw_tree,gpw_gpw,200,6,20,0.1,gini
instance,sumpb,33,gpw_tree,tree_gpw,200,7,7,0.147,gini
instance,sumpb,33,gpw_tree,swc_gpw,200,6,2,0.999,entropy
instance,sumpb,33,gpw_tree,ggt_mdd,200,6,2,0.952,entropy
instance,sumpb,33,gpw_gpw,tree_gpw,200,7,38,0.904,entropy
instance,sumpb,33,gpw_gpw,swc_gpw,200,7,29,0.952,entropy
instance,sumpb,33,gpw_gpw,ggt_mdd,200,6,20,0.1,gini
instance,sumpb,33,tree_gpw,swc_gpw,200,7,33,0.81,gini
instance,sumpb,33,tree_gpw,ggt_mdd,200,9,34,0.904,gini
instance,sumpb,33,swc_gpw,ggt_mdd,200,7,7,0.147,gini
class,combi,34,gpw_tree,gpw_gpw,200,5,12,0.1,gini
class,combi,34,gpw_tree,tree_gpw,200,5,12,0.1,gini
class,combi,34,gpw_tree,swc_gpw,200,5,17,0.431,gini
class,combi,34,gpw_tree,ggt_mdd,200,11,9,0.242,entropy
class,combi,34,gpw_gpw,tree_gpw,200,6,15,0.857,gini
class,combi,34,gpw_gpw,swc_gpw,200,7,26,0.668,entropy
class,combi,34,gpw_gpw,ggt_mdd,200,9,5,0.195,gini
class,combi,34,tree_gpw,swc_gpw,200,10,28,0.762,entropy
class,combi,34,tree_gpw,ggt_mdd,200,11,28,0.195,gini
class,combi,34,swc_gpw,ggt_mdd,200,5,17,0.431,gini
instance,combi,34,gpw_tree,gpw_gpw,200,9,5,0.195,gini
instance,combi,34,gpw_tree,tree_gpw,200,11,15,0.289,gini
instance,combi,34,gpw_tree,swc_gpw,200,7,25,0.337,gini
instance,combi,34,gpw_tree,ggt_mdd,200,8,26,0.1,entropy
instance,combi,34,gpw_gpw,tree_gpw,200,8,10,0.952,gini
instance,combi,34,gpw_gpw,swc_gpw,200,11,27,0.147,entropy
instance,combi,34,gpw_gpw,ggt_mdd,200,9,20,0.999,entropy
instance,combi,34,tree_gpw,swc_gpw,200,11,27,0.147,entropy
instance,combi,34,tree_gpw,ggt_mdd,200,8,26,0.1,entropy
instance,combi,34,swc_gpw,ggt_mdd,200,8,26,0.1,entropy
class,f2f,34,gpw_tree,gpw_gpw,200,6,26,0.1,entropy
class,f2f,34,gpw_tree,tree_gpw,200,4,12,0.1,gini
class,f2f,34,gpw_tree,swc_gpw,200,6,25,0.431,gini
class,f2f,34,gpw_tree,ggt_mdd,200,4,12,0.1,gini
class,f2f,34,gpw_gpw,tree_gpw,200,8,37,0.479,gini
class,f2f,34,gpw_gpw,swc_gpw,200,4,39,0.289,gini
class,f2f,34,gpw_gpw,ggt_mdd,200,8,28,0.195,gini
class,f2f,34,tree_gpw,swc_gpw,200,6,23,0.857,gini
class,f2f,34,tree_gpw,ggt_mdd,200,5,36,0.337,gini
class,f2f,34,swc_gpw,ggt_mdd,200,7,11,0.952,gini
instance,f2f,34,gpw_tree,gpw_gpw,200,5,15,0.857,gini
instance,f2f,34,gpw_tree,tree_gpw,200,8,27,0.147,entropy
instance,f2f,34,gpw_tree,swc_gpw,200,8,9,0.242,entropy
instance,f2f,34,gpw_tree,ggt_mdd,200,4,12,0.1,gini
instance,f2f,34,gpw_gpw,tree_gpw,200,6,26,0.1,entropy
instance,f2f,34,gpw_gpw,swc_gpw,200,4,12,0.1,gini
instance,f2f,34,gpw_gpw,ggt_mdd,200,9,22,0.337,entropy
instance,f2f,34,tree_gpw,swc_gpw,200,8,9,0.81,gini
instance,f2f,34,tree_gpw,ggt_mdd,200,6,31,0.195,entropy
instance,f2f,34,swc_gpw,ggt_mdd,200,6,3,0.857,entropy
class,f2fsr,34,gpw_tree,gpw_gpw,200,5,31,0.715,gini
class,f2fsr,34,gpw_tree,tree_gpw,200,7,18,0.147,gini
class,f2fsr,34,gpw_tree,swc_gpw,200,6,25,0.431,gini
class,f2fsr,34,gpw_tree,ggt_mdd,200,4,12,0.1,gini
class,f2fsr,34,gpw_gpw,tree_gpw,200,6,3,0.857,entropy
class,f2fsr,34,gpw_gpw,swc_gpw,200,7,5,0.195,gini
class,f2fsr,34,gpw_gpw,ggt_mdd,200,4,12,0.1,gini
class,f2fsr,34,tree_gpw,swc_gpw,200,6,8,0.81,gini
class,f2fsr,34,tree_gpw,ggt_mdd,200,7,18,0.526,gini
class,f2fsr,34,swc_gpw,ggt_mdd,200,9,10,0.999,entropy
instance,f2fsr,34,gpw_tree,gpw_gpw,200,6,23,0.857,gini
instance,f2fsr,34,gpw_tree,tree_gpw,200,4,12,0.1,gini
instance,f2fsr,34,gpw_tree,swc_gpw,200,4,28,0.337,gini
instance,f2fsr,34,gpw_tree,ggt_mdd,200,8,27,0.147,entropy
instance,f2fsr,34,gpw_gpw,tree_gpw,200,7,11,0.952,gini
instance,f2fsr,34,gpw_gpw,swc_gpw,200,6,3,0.857,entropy
instance,f2fsr,34,gpw_gpw,ggt_mdd,200,9,29,0.952,gini
instance,f2fsr,34,tree_gpw,swc_gpw,200,6,3,0.857,entropy
instance,f2fsr,34,tree_gpw,ggt_mdd,200,7,11,0.952,gini
instance,f2fsr,34,swc_gpw,ggt_mdd,200,5,31,0.715,gini
class,sumpb,34,gpw_tree,gpw_gpw,200,8,9,0.81,gini
class,sumpb,34,gpw_tree,tree_gpw,200,6,8,0.81,gini
class,sumpb,34,gpw_tree,swc_gpw,200,4,12,0.1,gini
class,sumpb,34,gpw_tree,ggt_mdd,200,8,33,0.242,entropy
class,sumpb,34,gpw_gpw,tree_gpw,200,5,31,0.715,gini
class,sumpb,34,gpw_gpw,swc_gpw,200,7,8,0.999,gini
class,sumpb,34,gpw_gpw,ggt_mdd,200,7,13,0.242,gini
class,sumpb,34,tree_gpw,swc_gpw,200,9,22,0.337,entropy
class,sumpb,34,tree_gpw,ggt_mdd,200,6,26,0.668,entropy
class,sumpb,34,swc_gpw,ggt_mdd,200,7,5,0.195,gini
instance,sumpb,34,gpw_tree,gpw_gpw,200,6,31,0.195,entropy
instance,sumpb,34,gpw_tree,tree_gpw,200,8,27,0.337,gini
instance,sumpb,34,gpw_tree,swc_gpw,200,6,3,0.857,entropy
instance,sumpb,34,gpw_tree,ggt_mdd,200,6,3,0.857,entropy
instance,sumpb,34,gpw_gpw,tree_gpw,200,7,18,0.147,gini
instance,sumpb,34,gpw_gpw,swc_gpw,200,8,9,0.242,entropy
instance,sumpb,34,gpw_gpw,ggt_mdd,200,6,26,0.1,entropy
instance,sumpb,34,tree_gpw,swc_gpw,200,6,26,0.1,entropy
instance,sumpb,34,tree_gpw,ggt_mdd,200,6,26,0.1,entropy
instance,sumpb,34,swc_gpw,ggt_mdd,200,5,11,0.952,entropy
class,combi,35,gpw_tree,gpw_gpw,200,13,11,0.526,entropy
class,combi,35,gpw_tree,tree_gpw,200,13,16,0.289,gini
class,combi,35,gpw_tree,swc_gpw,200,6,8,0.526,gini
class,combi,35,gpw_tree,ggt_mdd,200,13,2,0.337,entropy
class,combi,35,gpw_gpw,tree_gpw,200,9,33,0.668,entropy
class,combi,35,gpw_gpw,swc_gpw,200,7,8,0.384,entropy
class,combi,35,gpw_gpw,ggt_mdd,200,7,25,0.1,entropy
class,combi,35,tree_gpw,swc_gpw,200,13,10,0.289,gini
class,combi,35,tree_gpw,ggt_mdd,200,7,25,0.1,entropy
class,combi,35,swc_gpw,ggt_mdd,200,12,39,0.62,entropy
instance,combi,35,mdd_tree,gpw_gpw,200,13,10,0.289,gini
instance,combi,35,mdd_tree,tree_ggt,200,6,2,0.147,gini
instance,combi,35,mdd_tree,gpw_tree,200,10,36,0.904,gini
instance,combi,35,mdd_tree,swc_gpw,200,6,2,0.147,gini
instance,combi,35,gpw_gpw,tree_ggt,200,9,24,0.904,gini
instance,combi,35,gpw_gpw,gpw_tree,200,9,9,0.952,entropy
instance,combi,35,gpw_gpw,swc_gpw,200,7,11,0.384,entropy
instance,combi,35,tree_ggt,gpw_tree,200,7,25,0.1,entropy
instance,combi,35,tree_ggt,swc_gpw,200,7,25,0.1,entropy
instance,combi,35,gpw_tree,swc_gpw,200,7,25,0.1,entropy
class,f2f,35,gpw_tree,gpw_gpw,200,5,2,0.147,gini
class,f2f,35,gpw_tree,tree_gpw,200,5,2,0.147,gini
class,f2f,35,gpw_tree,swc_gpw,200,4,5,0.573,gini
class,f2f,35,gpw_tree,ggt_mdd,200,5,2,0.147,gini
class,f2f,35,gpw_gpw,tree_gpw,200,5,2,0.147,gini
class,f2f,35,gpw_gpw,swc_gpw,200,7,28,0.952,gini
class,f2f,35,gpw_gpw,ggt_mdd,200,6,25,0.1,entropy
class,f2f,35,tree_gpw,swc_gpw,200,6,11,0.384,entropy
class,f2f,35,tree_gpw,ggt_mdd,200,5,2,0.147,gini
class,f2f,35,swc_gpw,ggt_mdd,200,8,20,0.431,entropy
instance,f2f,35,mdd_tree,gpw_gpw,200,5,3,0.242,gini
instance,f2f,35,mdd_tree,tree_ggt,200,9,30,0.526,gini
instance,f2f,35,mdd_tree,gpw_tree,200,5,2,0.147,gini
instance,f2f,35,mdd_tree,swc_gpw,200,5,2,0.147,gini
instance,f2f,35,gpw_gpw,tree_ggt,200,5,2,0.147,gini
instance,f2f,35,gpw_gpw,gpw_tree,200,7,9,0.952,entropy
instance,f2f,35,gpw_gpw,swc_gpw,200,9,16,0.573,gini
instance,f2f,35,tree_ggt,gpw_tree,200,9,16,0.289,gini
instance,f2f,35,tree_ggt,swc_gpw,200,6,25,0.1,entropy
instance,f2f,35,gpw_tree,swc_gpw,200,7,28,0.952,gini
class,f2fsr,35,gpw_tree,gpw_gpw,200,5,28,0.289,gini
class,f2fsr,35,gpw_tree,tree_gpw,200,9,5,0.289,gini
class,f2fsr,35,gpw_tree,swc_gpw,200,4,5,0.573,gini
class,f2fsr,35,gpw_tree,ggt_mdd,200,9,2,0.337,entropy
class,f2fsr,35,gpw_gpw,tree_gpw,200,7,9,0.952,entropy
class,f2fsr,35,gpw_gpw,swc_gpw,200,6,18,0.289,gini
class,f2fsr,35,gpw_gpw,ggt_mdd,200,6,25,0.1,entropy
class,f2fsr,35,tree_gpw,swc_gpw,200,8,36,0.195,gini
class,f2fsr,35,tree_gpw,ggt_mdd,200,9,39,0.999,entropy
class,f2fsr,35,swc_gpw,ggt_mdd,200,7,28,0.952,gini
instance,f2fsr,35,mdd_tree,gpw_gpw,200,9,5,0.289,gini
instance,f2fsr,35,mdd_tree,tree_ggt,200,5,36,0.762,gini
instance,f2fsr,35,mdd_tree,gpw_tree,200,5,2,0.147,gini
instance,f2fsr,35,mdd_tree,swc_gpw,200,5,2,0.147,gini
instance,f2fsr,35,gpw_gpw,tree_ggt,200,7,28,0.715,entropy
instance,f2fsr,35,gpw_gpw,gpw_tree,200,7,24,0.904,gini
instance,f2fsr,35,gpw_gpw,swc_gpw,200,6,13,0.668,entropy
instance,f2fsr,35,tree_ggt,gpw_tree,200,6,6,0.337,entropy
instance,f2fsr,35,tree_ggt,swc_gpw,200,9,39,0.62,entropy
instance,f2fsr,35,gpw_tree,swc_gpw,200,7,28,0.952,gini
class,sumpb,35,gpw_tree,gpw_gpw,200,6,6,0.337,entropy
class,sumpb,35,gpw_tree,tree_gpw,200,9,2,0.337,entropy
class,sumpb,35,gpw_tree,swc_gpw,200,8,32,0.479,gini
class,sumpb,35,gpw_tree,ggt_mdd,200,9,2,0.337,entropy
class,sumpb,35,gpw_gpw,tree_gpw,200,9,11,0.526,entropy
class,sumpb,35,gpw_gpw,swc_gpw,200,6,25,0.1,entropy
class,sumpb,35,gpw_gpw,ggt_mdd,200,6,25,0.1,entropy
class,sumpb,35,tree_gpw,swc_gpw,200,9,2,0.337,entropy
class,sumpb,35,tree_gpw,ggt_mdd,200,6,25,0.1,entropy
class,sumpb,35,swc_gpw,ggt_mdd,200,6,26,0.573,entropy
instance,sumpb,35,mdd_tree,gpw_gpw,200,7,10,0.526,gini
instance,sumpb,35,mdd_tree,tree_ggt,200,5,2,0.147,gini
instance,sumpb,35,mdd_tree,gpw_tree,200,5,3,0.242,gini
instance,sumpb,35,mdd_tree,swc_gpw,200,8,36,0.195,gini
instance,sumpb,35,gpw_gpw,tree_ggt,200,6,19,0.952,gini
instance,sumpb,35,gpw_gpw,gpw_tree,200,8,30,0.526,gini
instance,sumpb,35,gpw_gpw,swc_gpw,200,9,6,0.384,gini
instance,sumpb,35,tree_ggt,gpw_tree,200,8,5,0.289,gini
instance,sumpb,35,tree_ggt,swc_gpw,200,6,25,0.1,entropy
instance,sumpb,35,gpw_tree,swc_gpw,200,9,2,0.337,entropy
class,combi,36,ggt_tree,tree_gpw,200,13,21,0.195,gini
class,combi,36,ggt_tree,gpw_ggt,200,7,27,0.384,gini
class,combi,36,ggt_tree,mdd_tree,200,7,24,0.1,entropy
class,combi,36,ggt_tree,swc_swc,200,7,3,0.289,gini
class,combi,36,tree_gpw,gpw_ggt,200,7,35,0.242,gini
class,combi,36,tree_gpw,mdd_tree,200,13,39,0.1,gini
class,combi,36,tree_gpw,swc_swc,200,5,3,0.384,entropy
class,combi,36,gpw_ggt,mdd_tree,200,13,21,0.195,gini
class,combi,36,gpw_ggt,swc_swc,200,7,24,0.1,entropy
class,combi,36,mdd_tree,swc_swc,200,5,3,0.384,entropy
instance,combi,36,ggt_mdd,gpw_tree,200,13,39,0.1,gini
instance,combi,36,ggt_mdd,tree_gpw,200,6,21,0.337,gini
instance,combi,36,ggt_mdd,gpw_gpw,200,9,9,0.668,gini
instance,combi,36,ggt_mdd,swc_gpw,200,7,24,0.1,entropy
instance,combi,36,gpw_tree,tree_gpw,200,5,3,0.384,entropy
instance,combi,36,gpw_tree,gpw_gpw,200,13,39,0.1,gini
instance,combi,36,gpw_tree,swc_gpw,200,12,7,0.431,entropy
instance,combi,36,tree_gpw,gpw_gpw,200,7,24,0.1,entropy
instance,combi,36,tree_gpw,swc_gpw,200,5,3,0.384,entropy
instance,combi,36,gpw_gpw,swc_gpw,200,10,39,0.147,entropy
class,f2f,36,ggt_tree,tree_gpw,200,6,14,0.668,entropy
class,f2f,36,ggt_tree,gpw_ggt,200,8,25,0.573,entropy
class,f2f,36,ggt_tree,mdd_tree,200,5,3,0.668,entropy
class,f2f,36,ggt_tree,swc_swc,200,9,39,0.1,gini
class,f2f,36,tree_gpw,gpw_ggt,200,9,21,0.195,gini
class,f2f,36,tree_gpw,mdd_tree,200,9,30,0.81,gini
class,f2f,36,tree_gpw,swc_swc,200,4,3,0.384,entropy
class,f2f,36,gpw_ggt,mdd_tree,200,5,24,0.1,entropy
class,f2f,36,gpw_ggt,swc_swc,200,4,3,0.384,entropy
class,f2f,36,mdd_tree,swc_swc,200,9,21,0.195,gini
instance,f2f,36,ggt_mdd,gpw_tree,200,8,26,0.1,gini
instance,f2f,36,ggt_mdd,tree_gpw,200,7,15,0.1,gini
instance,f2f,36,ggt_mdd,gpw_gpw,200,9,16,0.289,entropy
instance,f2f,36,ggt_mdd,swc_gpw,200,9,3,0.431,gini
instance,f2f,36,gpw_tree,tree_gpw,200,8,26,0.1,gini
instance,f2f,36,gpw_tree,gpw_gpw,200,9,39,0.1,gini
instance,f2f,36,gpw_tree,swc_gpw,200,9,21,0.573,gini
instance,f2f,36,tree_gpw,gpw_gpw,200,8,26,0.1,gini
instance,f2f,36,tree_gpw,swc_gpw,200,7,39,0.147,entropy
instance,f2f,36,gpw_gpw,swc_gpw,200,7,28,0.195,gini
class,f2fsr,36,ggt_tree,tree_gpw,200,9,6,0.289,gini
class,f2fsr,36,ggt_tree,gpw_ggt,200,8,25,0.573,entropy
class,f2fsr,36,ggt_tree,mdd_tree,200,5,24,0.1,entropy
class,f2fsr,36,ggt_tree,swc_swc,200,4,3,0.384,entropy
class,f2fsr,36,tree_gpw,gpw_ggt,200,9,3,0.431,gini
class,f2fsr,36,tree_gpw,mdd_tree,200,8,26,0.1,gini
class,f2fsr,36,tree_gpw,swc_swc,200,4,3,0.384,entropy
class,f2fsr,36,gpw_ggt,mdd_tree,200,5,24,0.1,entropy
class,f2fsr,36,gpw_ggt,swc_swc,200,5,3,0.289,gini
class,f2fsr,36,mdd_tree,swc_swc,200,6,30,0.195,entropy
instance,f2fsr,36,ggt_mdd,gpw_tree,200,7,15,0.1,gini
instance,f2fsr,36,ggt_mdd,tree_gpw,200,4,12,0.81,gini
instance,f2fsr,36,ggt_mdd,gpw_gpw,200,5,29,0.526,gini
instance,f2fsr,36,ggt_mdd,swc_gpw,200,9,9,0.762,gini
instance,f2fsr,36,gpw_tree,tree_gpw,200,8,26,0.1,gini
instance,f2fsr,36,gpw_tree,gpw_gpw,200,5,9,0.857,entropy
instance,f2fsr,36,gpw_tree,swc_gpw,200,5,21,0.337,gini
instance,f2fsr,36,tree_gpw,gpw_gpw,200,6,35,0.242,gini
instance,f2fsr,36,tree_gpw,swc_gpw,200,8,29,0.147,entropy
instance,f2fsr,36,gpw_gpw,swc_gpw,200,8,26,0.1,gini
class,sumpb,36,ggt_tree,tree_gpw,200,8,26,0.1,gini
class,sumpb,36,ggt_tree,gpw_ggt,200,7,25,0.904,gini
class,sumpb,36,ggt_tree,mdd_tree,200,5,3,0.289,gini
class,sumpb,36,ggt_tree,swc_swc,200,4,3,0.384,entropy
class,sumpb,36,tree_gpw,gpw_ggt,200,4,12,0.81,gini
class,sumpb,36,tree_gpw,mdd_tree,200,9,39,0.1,gini
class,sumpb,36,tree_gpw,swc_swc,200,5,24,0.1,entropy
class,sumpb,36,gpw_ggt,mdd_tree,200,9,21,0.195,gini
class,sumpb,36,gpw_ggt,swc_swc,200,5,3,0.668,entropy
class,sumpb,36,mdd_tree,swc_swc,200,4,3,0.384,entropy
instance,sumpb,36,ggt_mdd,gpw_tree,200,7,25,0.904,gini
instance,sumpb,36,ggt_mdd,tree_gpw,200,5,3,0.668,entropy
instance,sumpb,36,ggt_mdd,gpw_gpw,200,7,15,0.1,gini
instance,sumpb,36,ggt_mdd,swc_gpw,200,8,29,0.147,entropy
instance,sumpb,36,gpw_tree,tree_gpw,200,5,24,0.1,entropy
instance,sumpb,36,gpw_tree,gpw_gpw,200,5,7,0.242,gini
instance,sumpb,36,gpw_tree,swc_gpw,200,7,22,0.952,gini
instance,sumpb,36,tree_gpw,gpw_gpw,200,6,35,0.242,gini
instance,sumpb,36,tree_gpw,swc_gpw,200,8,29,0.147,entropy
instance,sumpb,36,gpw_gpw,swc_gpw,200,9,39,0.1,gini
class,combi,37,ggt_mdd,gpw_gpw,200,12,32,0.431,gini
class,combi,37,ggt_mdd,gpw_tree,200,9,32,0.526,entropy
class,combi,37,ggt_mdd,swc_gpw,200,12,32,0.431,gini
class,combi,37,ggt_mdd,tree_gpw,200,11,28,0.952,entropy
class,combi,37,gpw_gpw,gpw_tree,200,13,23,0.147,gini
class,combi,37,gpw_gpw,swc_gpw,200,6,18,0.573,entropy
class,combi,37,gpw_gpw,tree_gpw,200,10,38,0.904,entropy
class,combi,37,gpw_tree,swc_gpw,200,6,27,0.337,gini
class,combi,37,gpw_tree,tree_gpw,200,6,35,0.147,entropy
class,combi,37,swc_gpw,tree_gpw,200,6,27,0.337,gini
instance,combi,37,gpw_tree,tree_gpw,200,5,23,0.1,gini
instance,combi,37,gpw_tree,gpw_gpw,200,5,23,0.1,gini
instance,combi,37,gpw_tree,swc_gpw,200,12,32,0.431,gini
instance,combi,37,gpw_tree,mdd_ggt,200,5,25,0.999,entropy
instance,combi,37,tree_gpw,gpw_gpw,200,13,3,0.479,entropy
instance,combi,37,tree_gpw,swc_gpw,200,8,11,0.289,gini
instance,combi,37,tree_gpw,mdd_ggt,200,7,36,0.147,entropy
instance,combi,37,gpw_gpw,swc_gpw,200,12,34,0.431,entropy
instance,combi,37,gpw_gpw,mdd_ggt,200,7,37,0.999,gini
instance,combi,37,swc_gpw,mdd_ggt,200,8,38,0.62,entropy
class,f2f,37,ggt_mdd,gpw_gpw,200,6,9,0.195,gini
class,f2f,37,ggt_mdd,gpw_tree,200,6,38,0.62,entropy
class,f2f,37,ggt_mdd,swc_gpw,200,4,28,0.904,gini
class,f2f,37,ggt_mdd,tree_gpw,200,4,25,0.999,entropy
class,f2f,37,gpw_gpw,gpw_tree,200,6,6,0.195,gini
class,f2f,37,gpw_gpw,swc_gpw,200,9,18,0.904,entropy
class,f2f,37,gpw_gpw,tree_gpw,200,7,24,0.431,entropy
class,f2f,37,gpw_tree,swc_gpw,200,4,23,0.1,gini
class,f2f,37,gpw_tree,tree_gpw,200,7,38,0.904,entropy
class,f2f,37,swc_gpw,tree_gpw,200,8,22,0.526,gini
instance,f2f,37,gpw_tree,tree_gpw,200,5,18,0.337,entropy
instance,f2f,37,gpw_tree,gpw_gpw,200,4,24,0.668,gini
instance,f2f,37,gpw_tree,swc_gpw,200,7,8,0.431,gini
instance,f2f,37,gpw_tree,mdd_ggt,200,7,8,0.431,gini
instance,f2f,37,tree_gpw,gpw_gpw,200,9,11,0.81,entropy
instance,f2f,37,tree_gpw,swc_gpw,200,9,23,0.147,gini
instance,f2f,37,tree_gpw,mdd_ggt,200,9,18,0.904,entropy
instance,f2f,37,gpw_gpw,swc_gpw,200,5,27,0.337,gini
instance,f2f,37,gpw_gpw,mdd_ggt,200,5,3,0.526,gini
instance,f2f,37,swc_gpw,mdd_ggt,200,9,34,0.431,entropy
class,f2fsr,37,ggt_mdd,gpw_gpw,200,5,37,0.999,gini
class,f2fsr,37,ggt_mdd,gpw_tree,200,5,35,0.81,entropy
class,f2fsr,37,ggt_mdd,swc_gpw,200,5,37,0.999,gini
class,f2fsr,37,ggt_mdd,tree_gpw,200,5,3,0.526,gini
class,f2fsr,37,gpw_gpw,gpw_tree,200,4,23,0.1,gini
class,f2fsr,37,gpw_gpw,swc_gpw,200,8,2,0.857,gini
class,f2fsr,37,gpw_gpw,tree_gpw,200,4,28,0.904,gini
class,f2fsr,37,gpw_tree,swc_gpw,200,4,24,0.668,gini
class,f2fsr,37,gpw_tree,tree_gpw,200,5,35,0.147,entropy
class,f2fsr,37,swc_gpw,tree_gpw,200,9,3,0.479,entropy
instance,f2fsr,37,gpw_tree,tree_gpw,200,8,2,0.857,gini
instance,f2fsr,37,gpw_tree,gpw_gpw,200,6,11,0.289,gini
instance,f2fsr,37,gpw_tree,swc_gpw,200,5,37,0.999,gini
instance,f2fsr,37,gpw_tree,mdd_ggt,200,7,24,0.431,entropy
instance,f2fsr,37,tree_gpw,gpw_gpw,200,9,3,0.479,entropy
instance,f2fsr,37,tree_gpw,swc_gpw,200,9,23,0.147,gini
instance,f2fsr,37,tree_gpw,mdd_ggt,200,7,15,0.384,gini
instance,f2fsr,37,gpw_gpw,swc_gpw,200,7,35,0.195,entropy
instance,f2fsr,37,gpw_gpw,mdd_ggt,200,9,18,0.904,entropy
instance,f2fsr,37,swc_gpw,mdd_ggt,200,7,35,0.195,entropy
class,sumpb,37,ggt_mdd,gpw_gpw,200,4,23,0.1,gini
class,sumpb,37,ggt_mdd,gpw_tree,200,8,28,0.952,gini
class,sumpb,37,ggt_mdd,swc_gpw,200,4,23,0.1,gini
class,sumpb,37,ggt_mdd,tree_gpw,200,6,29,0.62,gini
class,sumpb,37,gpw_gpw,gpw_tree,200,4,23,0.1,gini
class,sumpb,37,gpw_gpw,swc_gpw,200,5,37,0.999,gini
class,sumpb,37,gpw_gpw,tree_gpw,200,8,18,0.62,entropy
class,sumpb,37,gpw_tree,swc_gpw,200,5,27,0.337,gini
class,sumpb,37,gpw_tree,tree_gpw,200,7,38,0.857,entropy
class,sumpb,37,swc_gpw,tree_gpw,200,6,6,0.195,gini
instance,sumpb,37,gpw_tree,tree_gpw,200,6,36,0.147,entropy
instance,sumpb,37,gpw_tree,gpw_gpw,200,7,32,0.526,entropy
instance,sumpb,37,gpw_tree,swc_gpw,200,9,3,0.479,entropy
instance,sumpb,37,gpw_tree,mdd_ggt,200,8,39,0.952,entropy
instance,sumpb,37,tree_gpw,gpw_gpw,200,6,9,0.195,gini
instance,sumpb,37,tree_gpw,swc_gpw,200,8,2,0.857,gini
instance,sumpb,37,tree_gpw,mdd_ggt,200,6,16,0.62,entropy
instance,sumpb,37,gpw_gpw,swc_gpw,200,4,17,0.81,gini
instance,sumpb,37,gpw_gpw,mdd_ggt,200,4,28,0.904,gini
instance,sumpb,37,swc_gpw,mdd_ggt,200,6,16,0.62,entropy
class,combi,38,gpw_ggt,gpw_gpw,200,7,21,0.479,gini
class,combi,38,gpw_ggt,tree_gpw,200,11,17,0.999,gini
class,combi,38,gpw_ggt,gpw_tree,200,11,11,0.242,gini
class,combi,38,gpw_ggt,swc_swc,200,10,24,0.147,entropy
class,combi,38,gpw_gpw,tree_gpw,200,13,17,0.81,gini
class,combi,38,gpw_gpw,gpw_tree,200,7,27,0.337,gini
class,combi,38,gpw_gpw,swc_swc,200,7,28,0.337,entropy
