split,featureset,cycle,confA,confB,n_estimators,max_features,max_depth,max_samples,criterion
class,sumpb,21,gpw_gpw,swc_gpw,200,8,37,0.857,gini
instance,sumpb,21,ggt_mdd,gpw_tree,200,4,3,0.147,entropy
instance,sumpb,21,ggt_mdd,tree_gpw,200,4,31,0.337,entropy
instance,sumpb,21,ggt_mdd,gpw_gpw,200,7,29,0.1,entropy
instance,sumpb,21,ggt_mdd,swc_gpw,200,4,30,0.242,entropy
instance,sumpb,21,gpw_tree,tree_gpw,200,9,9,0.147,entropy
instance,sumpb,21,gpw_tree,gpw_gpw,200,4,20,0.62,entropy
instance,sumpb,21,gpw_tree,swc_gpw,200,7,14,0.431,gini
instance,sumpb,21,tree_gpw,gpw_gpw,200,5,5,0.62,gini
instance,sumpb,21,tree_gpw,swc_gpw,200,8,26,0.431,gini
instance,sumpb,21,gpw_gpw,swc_gpw,200,4,20,0.62,entropy
class,combi,22,gpw_tree,gpw_gpw,200,8,11,0.195,gini
class,combi,22,gpw_tree,tree_gpw,200,9,14,0.1,entropy
class,combi,22,gpw_tree,swc_gpw,200,7,37,0.147,gini
class,combi,22,gpw_tree,ggt_mdd,200,7,2,0.526,gini
class,combi,22,gpw_gpw,tree_gpw,200,7,2,0.526,gini
class,combi,22,gpw_gpw,swc_gpw,200,7,4,0.999,entropy
class,combi,22,gpw_gpw,ggt_mdd,200,7,37,0.147,gini
class,combi,22,tree_gpw,swc_gpw,200,9,14,0.1,entropy
class,combi,22,tree_gpw,ggt_mdd,200,10,18,0.242,entropy
class,combi,22,swc_gpw,ggt_mdd,200,10,7,0.431,gini
instance,combi,22,ggt_mdd,gpw_tree,200,6,2,0.999,gini
instance,combi,22,ggt_mdd,tree_gpw,200,6,2,0.999,gini
instance,combi,22,ggt_mdd,gpw_gpw,200,9,14,0.1,entropy
instance,combi,22,ggt_mdd,swc_gpw,200,10,22,0.289,entropy
instance,combi,22,gpw_tree,tree_gpw,200,10,7,0.431,gini
instance,combi,22,gpw_tree,gpw_gpw,200,9,20,0.195,gini
instance,combi,22,gpw_tree,swc_gpw,200,8,35,0.668,gini
instance,combi,22,tree_gpw,gpw_gpw,200,8,35,0.668,gini
instance,combi,22,tree_gpw,swc_gpw,200,10,18,0.242,entropy
instance,combi,22,gpw_gpw,swc_gpw,200,10,29,0.904,gini
class,f2f,22,gpw_tree,gpw_gpw,200,7,28,0.668,gini
class,f2f,22,gpw_tree,tree_gpw,200,6,20,0.762,gini
class,f2f,22,gpw_tree,swc_gpw,200,8,3,0.431,gini
class,f2f,22,gpw_tree,ggt_mdd,200,5,2,0.999,gini
class,f2f,22,gpw_gpw,tree_gpw,200,5,15,0.857,entropy
class,f2f,22,gpw_gpw,swc_gpw,200,5,2,0.999,gini
class,f2f,22,gpw_gpw,ggt_mdd,200,8,3,0.431,gini
class,f2f,22,tree_gpw,swc_gpw,200,7,14,0.1,entropy
class,f2f,22,tree_gpw,ggt_mdd,200,9,21,0.147,entropy
class,f2f,22,swc_gpw,ggt_mdd,200,6,35,0.81,gini
instance,f2f,22,ggt_mdd,gpw_tree,200,7,14,0.1,entropy
instance,f2f,22,ggt_mdd,tree_gpw,200,5,28,0.147,entropy
instance,f2f,22,ggt_mdd,gpw_gpw,200,7,30,0.62,gini
instance,f2f,22,ggt_mdd,swc_gpw,200,7,14,0.431,gini
instance,f2f,22,gpw_tree,tree_gpw,200,5,2,0.999,gini
instance,f2f,22,gpw_tree,gpw_gpw,200,5,37,0.147,gini
instance,f2f,22,gpw_tree,swc_gpw,200,8,3,0.431,gini
instance,f2f,22,tree_gpw,gpw_gpw,200,5,2,0.526,gini
instance,f2f,22,tree_gpw,swc_gpw,200,7,20,0.195,gini
instance,f2f,22,gpw_gpw,swc_gpw,200,5,37,0.147,gini
class,f2fsr,22,gpw_tree,gpw_gpw,200,7,29,0.904,gini
class,f2fsr,22,gpw_tree,tree_gpw,200,5,2,0.526,gini
class,f2fsr,22,gpw_tree,swc_gpw,200,5,2,0.526,gini
class,f2fsr,22,gpw_tree,ggt_mdd,200,5,2,0.526,gini
class,f2fsr,22,gpw_gpw,tree_gpw,200,5,2,0.999,gini
class,f2fsr,22,gpw_gpw,swc_gpw,200,8,3,0.431,gini
class,f2fsr,22,gpw_gpw,ggt_mdd,200,7,30,0.62,gini
class,f2fsr,22,tree_gpw,swc_gpw,200,7,18,0.242,entropy
class,f2fsr,22,tree_gpw,ggt_mdd,200,5,29,0.573,entropy
class,f2fsr,22,swc_gpw,ggt_mdd,200,6,22,0.715,entropy
instance,f2fsr,22,ggt_mdd,gpw_tree,200,9,21,0.147,entropy
instance,f2fsr,22,ggt_mdd,tree_gpw,200,9,19,0.573,entropy
instance,f2fsr,22,ggt_mdd,gpw_gpw,200,4,11,0.573,entropy
instance,f2fsr,22,ggt_mdd,swc_gpw,200,8,3,0.431,gini
instance,f2fsr,22,gpw_tree,tree_gpw,200,5,2,0.526,gini
instance,f2fsr,22,gpw_tree,gpw_gpw,200,5,37,0.147,gini
instance,f2fsr,22,gpw_tree,swc_gpw,200,6,11,0.195,gini
instance,f2fsr,22,tree_gpw,gpw_gpw,200,6,12,0.242,gini
instance,f2fsr,22,tree_gpw,swc_gpw,200,5,8,0.904,entropy
instance,f2fsr,22,gpw_gpw,swc_gpw,200,5,2,0.526,gini
class,sumpb,22,gpw_tree,gpw_gpw,200,7,17,0.526,gini
class,sumpb,22,gpw_tree,tree_gpw,200,8,21,0.147,entropy
class,sumpb,22,gpw_tree,swc_gpw,200,7,7,0.431,gini
class,sumpb,22,gpw_tree,ggt_mdd,200,5,25,0.337,entropy
class,sumpb,22,gpw_gpw,tree_gpw,200,8,21,0.147,entropy
class,sumpb,22,gpw_gpw,swc_gpw,200,4,6,0.384,entropy
class,sumpb,22,gpw_gpw,ggt_mdd,200,5,2,0.999,gini
class,sumpb,22,tree_gpw,swc_gpw,200,7,20,0.195,gini
class,sumpb,22,tree_gpw,ggt_mdd,200,5,28,0.147,entropy
class,sumpb,22,swc_gpw,ggt_mdd,200,5,10,0.857,entropy
instance,sumpb,22,ggt_mdd,gpw_tree,200,5,28,0.147,entropy
instance,sumpb,22,ggt_mdd,tree_gpw,200,5,2,0.999,gini
instance,sumpb,22,ggt_mdd,gpw_gpw,200,7,14,0.1,entropy
instance,sumpb,22,ggt_mdd,swc_gpw,200,7,20,0.195,gini
instance,sumpb,22,gpw_tree,tree_gpw,200,7,14,0.1,entropy
instance,sumpb,22,gpw_tree,gpw_gpw,200,7,14,0.1,entropy
instance,sumpb,22,gpw_tree,swc_gpw,200,7,30,0.62,gini
instance,sumpb,22,tree_gpw,gpw_gpw,200,6,25,0.715,gini
instance,sumpb,22,tree_gpw,swc_gpw,200,5,28,0.147,entropy
instance,sumpb,22,gpw_gpw,swc_gpw,200,5,37,0.147,gini
class,combi,23,ggt_mdd,gpw_gpw,200,5,19,0.147,gini
class,combi,23,ggt_mdd,gpw_tree,200,5,30,0.242,gini
class,combi,23,ggt_mdd,swc_gpw,200,13,14,0.479,gini
class,combi,23,ggt_mdd,tree_gpw,200,10,21,0.242,entropy
class,combi,23,gpw_gpw,gpw_tree,200,9,34,0.1,gini
class,combi,23,gpw_gpw,swc_gpw,200,7,25,0.147,gini
class,combi,23,gpw_gpw,tree_gpw,200,5,19,0.147,gini
class,combi,23,gpw_tree,swc_gpw,200,9,6,0.62,gini
class,combi,23,gpw_tree,tree_gpw,200,7,28,0.526,gini
class,combi,23,swc_gpw,tree_gpw,200,11,35,0.1,entropy
instance,combi,23,gpw_tree,gpw_gpw,200,9,34,0.1,gini
instance,combi,23,gpw_tree,tree_gpw,200,13,6,0.62,gini
instance,combi,23,gpw_tree,swc_gpw,200,6,22,0.952,entropy
instance,combi,23,gpw_tree,mdd_tree,200,9,34,0.1,gini
instance,combi,23,gpw_gpw,tree_gpw,200,12,38,0.81,gini
instance,combi,23,gpw_gpw,swc_gpw,200,5,19,0.147,gini
instance,combi,23,gpw_gpw,mdd_tree,200,10,36,0.479,entropy
instance,combi,23,tree_gpw,swc_gpw,200,9,27,0.384,entropy
instance,combi,23,tree_gpw,mdd_tree,200,12,38,0.81,gini
instance,combi,23,swc_gpw,mdd_tree,200,9,34,0.1,gini
class,f2f,23,ggt_mdd,gpw_gpw,200,4,14,0.195,entropy
class,f2f,23,ggt_mdd,gpw_tree,200,6,3,0.526,gini
class,f2f,23,ggt_mdd,swc_gpw,200,9,38,0.81,gini
class,f2f,23,ggt_mdd,tree_gpw,200,9,38,0.904,entropy
class,f2f,23,gpw_gpw,gpw_tree,200,7,34,0.1,gini
class,f2f,23,gpw_gpw,swc_gpw,200,5,25,0.147,gini
class,f2f,23,gpw_gpw,tree_gpw,200,5,37,0.62,gini
class,f2f,23,gpw_tree,swc_gpw,200,8,36,0.715,entropy
class,f2f,23,gpw_tree,tree_gpw,200,7,37,0.431,entropy
class,f2f,23,swc_gpw,tree_gpw,200,6,13,0.195,entropy
instance,f2f,23,gpw_tree,gpw_gpw,200,4,14,0.195,entropy
instance,f2f,23,gpw_tree,tree_gpw,200,7,34,0.1,gini
instance,f2f,23,gpw_tree,swc_gpw,200,7,34,0.1,gini
instance,f2f,23,gpw_tree,mdd_tree,200,7,34,0.1,gini
instance,f2f,23,gpw_gpw,tree_gpw,200,9,6,0.857,entropy
instance,f2f,23,gpw_gpw,swc_gpw,200,9,14,0.479,gini
instance,f2f,23,gpw_gpw,mdd_tree,200,6,26,0.1,entropy
instance,f2f,23,tree_gpw,swc_gpw,200,9,36,0.242,entropy
instance,f2f,23,tree_gpw,mdd_tree,200,9,39,0.242,gini
instance,f2f,23,swc_gpw,mdd_tree,200,5,25,0.147,gini
class,f2fsr,23,ggt_mdd,gpw_gpw,200,9,39,0.242,gini
class,f2fsr,23,ggt_mdd,gpw_tree,200,7,34,0.1,gini
class,f2fsr,23,ggt_mdd,swc_gpw,200,8,35,0.1,entropy
class,f2fsr,23,ggt_mdd,tree_gpw,200,9,14,0.479,gini
class,f2fsr,23,gpw_gpw,gpw_tree,200,9,38,0.81,gini
class,f2fsr,23,gpw_gpw,swc_gpw,200,5,25,0.147,gini
class,f2fsr,23,gpw_gpw,tree_gpw,200,6,32,0.242,gini
class,f2fsr,23,gpw_tree,swc_gpw,200,7,23,0.999,entropy
class,f2fsr,23,gpw_tree,tree_gpw,200,8,35,0.1,entropy
class,f2fsr,23,swc_gpw,tree_gpw,200,7,34,0.1,gini
instance,f2fsr,23,gpw_tree,gpw_gpw,200,6,19,0.573,entropy
instance,f2fsr,23,gpw_tree,tree_gpw,200,7,34,0.1,gini
instance,f2fsr,23,gpw_tree,swc_gpw,200,6,13,0.195,entropy
instance,f2fsr,23,gpw_tree,mdd_tree,200,8,35,0.1,entropy
instance,f2fsr,23,gpw_gpw,tree_gpw,200,9,6,0.62,gini
instance,f2fsr,23,gpw_gpw,swc_gpw,200,7,27,0.384,entropy
instance,f2fsr,23,gpw_gpw,mdd_tree,200,6,32,0.242,gini
instance,f2fsr,23,tree_gpw,swc_gpw,200,9,30,0.431,entropy
instance,f2fsr,23,tree_gpw,mdd_tree,200,6,25,0.62,entropy
instance,f2fsr,23,swc_gpw,mdd_tree,200,7,34,0.1,gini
class,sumpb,23,ggt_mdd,gpw_gpw,200,4,19,0.147,gini
class,sumpb,23,ggt_mdd,gpw_tree,200,7,27,0.384,entropy
class,sumpb,23,ggt_mdd,swc_gpw,200,8,31,0.715,gini
class,sumpb,23,ggt_mdd,tree_gpw,200,9,18,0.952,gini
class,sumpb,23,gpw_gpw,gpw_tree,200,7,34,0.1,gini
class,sumpb,23,gpw_gpw,swc_gpw,200,5,37,0.62,gini
class,sumpb,23,gpw_gpw,tree_gpw,200,7,11,0.431,gini
class,sumpb,23,gpw_tree,swc_gpw,200,4,39,0.952,gini
class,sumpb,23,gpw_tree,tree_gpw,200,5,37,0.62,gini
class,sumpb,23,swc_gpw,tree_gpw,200,4,19,0.147,gini
instance,sumpb,23,gpw_tree,gpw_gpw,200,7,34,0.1,gini
instance,sumpb,23,gpw_tree,tree_gpw,200,8,35,0.1,entropy
instance,sumpb,23,gpw_tree,swc_gpw,200,5,22,0.952,entropy
instance,sumpb,23,gpw_tree,mdd_tree,200,8,35,0.1,entropy
instance,sumpb,23,gpw_gpw,tree_gpw,200,8,35,0.1,entropy
instance,sumpb,23,gpw_gpw,swc_gpw,200,5,25,0.147,gini
instance,sumpb,23,gpw_gpw,mdd_tree,200,8,39,0.242,gini
instance,sumpb,23,tree_gpw,swc_gpw,200,6,11,0.573,entropy
instance,sumpb,23,tree_gpw,mdd_tree,200,8,31,0.715,gini
instance,sumpb,23,swc_gpw,mdd_tree,200,5,25,0.147,gini
class,combi,24,gpw_tree,gpw_gpw,200,13,15,0.242,entropy
class,combi,24,gpw_tree,tree_gpw,200,6,3,0.289,entropy
class,combi,24,gpw_tree,swc_gpw,200,13,35,0.337,gini
class,combi,24,gpw_tree,ggt_mdd,200,12,7,0.1,gini
class,combi,24,gpw_gpw,tree_gpw,200,11,34,0.573,gini
class,combi,24,gpw_gpw,swc_gpw,200,10,18,0.337,gini
class,combi,24,gpw_gpw,ggt_mdd,200,12,7,0.1,gini
class,combi,24,tree_gpw,swc_gpw,200,11,29,0.1,entropy
class,combi,24,tree_gpw,ggt_mdd,200,11,29,0.1,entropy
class,combi,24,swc_gpw,ggt_mdd,200,7,25,0.952,gini
instance,combi,24,ggt_mdd,gpw_tree,200,5,24,0.1,gini
instance,combi,24,ggt_mdd,tree_gpw,200,11,29,0.1,entropy
instance,combi,24,ggt_mdd,gpw_gpw,200,12,20,0.573,entropy
instance,combi,24,ggt_mdd,swc_gpw,200,11,34,0.573,gini
instance,combi,24,gpw_tree,tree_gpw,200,11,29,0.1,entropy
instance,combi,24,gpw_tree,gpw_gpw,200,13,15,0.242,entropy
instance,combi,24,gpw_tree,swc_gpw,200,5,24,0.1,gini
instance,combi,24,tree_gpw,gpw_gpw,200,12,14,0.195,entropy
instance,combi,24,tree_gpw,swc_gpw,200,12,7,0.81,gini
instance,combi,24,gpw_gpw,swc_gpw,200,13,37,0.526,entropy
class,f2f,24,gpw_tree,gpw_gpw,200,4,33,0.289,entropy
class,f2f,24,gpw_tree,tree_gpw,200,8,29,0.1,entropy
class,f2f,24,gpw_tree,swc_gpw,200,9,35,0.337,gini
class,f2f,24,gpw_tree,ggt_mdd,200,9,7,0.1,gini
class,f2f,24,gpw_gpw,tree_gpw,200,9,14,0.195,entropy
class,f2f,24,gpw_gpw,swc_gpw,200,9,7,0.1,gini
class,f2f,24,gpw_gpw,ggt_mdd,200,9,7,0.1,gini
class,f2f,24,tree_gpw,swc_gpw,200,9,35,0.337,gini
class,f2f,24,tree_gpw,ggt_mdd,200,8,29,0.1,entropy
class,f2f,24,swc_gpw,ggt_mdd,200,8,12,0.904,gini
instance,f2f,24,ggt_mdd,gpw_tree,200,9,7,0.1,gini
instance,f2f,24,ggt_mdd,tree_gpw,200,5,3,0.289,entropy
instance,f2f,24,ggt_mdd,gpw_gpw,200,9,39,0.573,gini
instance,f2f,24,ggt_mdd,swc_gpw,200,7,18,0.337,gini
instance,f2f,24,gpw_tree,tree_gpw,200,5,27,0.242,gini
instance,f2f,24,gpw_tree,gpw_gpw,200,4,24,0.1,gini
instance,f2f,24,gpw_tree,swc_gpw,200,5,6,0.431,entropy
instance,f2f,24,tree_gpw,gpw_gpw,200,6,7,0.668,entropy
instance,f2f,24,tree_gpw,swc_gpw,200,9,36,0.668,gini
instance,f2f,24,gpw_gpw,swc_gpw,200,8,10,0.81,gini
class,f2fsr,24,gpw_tree,gpw_gpw,200,8,39,0.526,entropy
class,f2fsr,24,gpw_tree,tree_gpw,200,6,26,0.147,gini
class,f2fsr,24,gpw_tree,swc_gpw,200,4,35,0.952,gini
class,f2fsr,24,gpw_tree,ggt_mdd,200,6,26,0.147,gini
class,f2fsr,24,gpw_gpw,tree_gpw,200,9,7,0.1,gini
class,f2fsr,24,gpw_gpw,swc_gpw,200,9,7,0.1,gini
class,f2fsr,24,gpw_gpw,ggt_mdd,200,6,26,0.147,gini
class,f2fsr,24,tree_gpw,swc_gpw,200,7,6,0.573,entropy
class,f2fsr,24,tree_gpw,ggt_mdd,200,6,26,0.147,gini
class,f2fsr,24,swc_gpw,ggt_mdd,200,6,37,0.289,gini
instance,f2fsr,24,ggt_mdd,gpw_tree,200,8,29,0.1,entropy
instance,f2fsr,24,ggt_mdd,tree_gpw,200,5,3,0.289,entropy
instance,f2fsr,24,ggt_mdd,gpw_gpw,200,4,24,0.1,gini
instance,f2fsr,24,ggt_mdd,swc_gpw,200,5,3,0.289,entropy
instance,f2fsr,24,gpw_tree,tree_gpw,200,9,7,0.1,gini
instance,f2fsr,24,gpw_tree,gpw_gpw,200,9,35,0.337,gini
instance,f2fsr,24,gpw_tree,swc_gpw,200,9,15,0.242,entropy
instance,f2fsr,24,tree_gpw,gpw_gpw,200,6,31,0.526,gini
instance,f2fsr,24,tree_gpw,swc_gpw,200,9,39,0.573,gini
instance,f2fsr,24,gpw_gpw,swc_gpw,200,7,14,0.857,entropy
class,sumpb,24,gpw_tree,gpw_gpw,200,5,28,0.857,entropy
class,sumpb,24,gpw_tree,tree_gpw,200,8,29,0.1,entropy
class,sumpb,24,gpw_tree,swc_gpw,200,4,24,0.1,gini
class,sumpb,24,gpw_tree,ggt_mdd,200,4,24,0.1,gini
class,sumpb,24,gpw_gpw,tree_gpw,200,7,38,0.289,gini
class,sumpb,24,gpw_gpw,swc_gpw,200,8,9,0.715,entropy
class,sumpb,24,gpw_gpw,ggt_mdd,200,6,9,0.289,entropy
class,sumpb,24,tree_gpw,swc_gpw,200,8,7,0.1,gini
class,sumpb,24,tree_gpw,ggt_mdd,200,8,29,0.1,entropy
class,sumpb,24,swc_gpw,ggt_mdd,200,8,36,0.668,gini
instance,sumpb,24,ggt_mdd,gpw_tree,200,8,7,0.1,gini
instance,sumpb,24,ggt_mdd,tree_gpw,200,5,3,0.289,entropy
instance,sumpb,24,ggt_mdd,gpw_gpw,200,5,26,0.81,entropy
instance,sumpb,24,ggt_mdd,swc_gpw,200,8,36,0.668,gini
instance,sumpb,24,gpw_tree,tree_gpw,200,7,29,0.762,gini
instance,sumpb,24,gpw_tree,gpw_gpw,200,9,35,0.337,gini
instance,sumpb,24,gpw_tree,swc_gpw,200,4,24,0.1,gini
instance,sumpb,24,tree_gpw,gpw_gpw,200,8,36,0.668,gini
instance,sumpb,24,tree_gpw,swc_gpw,200,8,7,0.1,gini
instance,sumpb,24,gpw_gpw,swc_gpw,200,5,26,0.81,entropy
class,combi,25,gpw_tree,tree_gpw,200,6,2,0.1,entropy
class,combi,25,gpw_tree,gpw_gpw,200,11,30,0.195,gini
class,combi,25,gpw_tree,mdd_tree,200,6,2,0.1,entropy
class,combi,25,gpw_tree,swc_swc,200,5,33,0.1,gini
class,combi,25,tree_gpw,gpw_gpw,200,13,15,0.431,entropy
class,combi,25,tree_gpw,mdd_tree,200,13,7,0.195,gini
class,combi,25,tree_gpw,swc_swc,200,11,14,0.1,entropy
class,combi,25,gpw_gpw,mdd_tree,200,13,11,0.1,gini
class,combi,25,gpw_gpw,swc_swc,200,7,19,0.999,entropy
class,combi,25,mdd_tree,swc_swc,200,6,2,0.1,entropy
instance,combi,25,ggt_mdd,gpw_tree,200,6,2,0.1,entropy
instance,combi,25,ggt_mdd,tree_gpw,200,8,3,0.62,entropy
instance,combi,25,ggt_mdd,gpw_gpw,200,5,33,0.1,gini
instance,combi,25,ggt_mdd,swc_gpw,200,5,33,0.1,gini
instance,combi,25,gpw_tree,tree_gpw,200,13,7,0.195,gini
instance,combi,25,gpw_tree,gpw_gpw,200,13,11,0.1,gini
instance,combi,25,gpw_tree,swc_gpw,200,6,2,0.1,entropy
instance,combi,25,tree_gpw,gpw_gpw,200,9,33,0.999,gini
instance,combi,25,tree_gpw,swc_gpw,200,11,34,0.242,gini
instance,combi,25,gpw_gpw,swc_gpw,200,6,2,0.1,entropy
class,f2f,25,gpw_tree,tree_gpw,200,5,2,0.1,entropy
class,f2f,25,gpw_tree,gpw_gpw,200,9,7,0.195,gini
class,f2f,25,gpw_tree,mdd_tree,200,4,33,0.1,gini
class,f2f,25,gpw_tree,swc_swc,200,9,11,0.1,gini
class,f2f,25,tree_gpw,gpw_gpw,200,5,12,0.479,entropy
class,f2f,25,tree_gpw,mdd_tree,200,6,13,0.289,gini
class,f2f,25,tree_gpw,swc_swc,200,5,2,0.1,entropy
class,f2f,25,gpw_gpw,mdd_tree,200,9,33,0.147,gini
class,f2f,25,gpw_gpw,swc_swc,200,9,15,0.431,entropy
class,f2f,25,mdd_tree,swc_swc,200,4,33,0.1,gini
instance,f2f,25,ggt_mdd,gpw_tree,200,9,11,0.1,gini
instance,f2f,25,ggt_mdd,tree_gpw,200,9,11,0.526,entropy
instance,f2f,25,ggt_mdd,gpw_gpw,200,5,10,0.62,gini
instance,f2f,25,ggt_mdd,swc_gpw,200,5,10,0.62,gini
instance,f2f,25,gpw_tree,tree_gpw,200,5,2,0.1,entropy
instance,f2f,25,gpw_tree,gpw_gpw,200,9,11,0.1,gini
instance,f2f,25,gpw_tree,swc_gpw,200,9,33,0.147,gini
instance,f2f,25,tree_gpw,gpw_gpw,200,9,11,0.1,gini
instance,f2f,25,tree_gpw,swc_gpw,200,9,33,0.147,gini
instance,f2f,25,gpw_gpw,swc_gpw,200,8,14,0.1,entropy
class,f2fsr,25,gpw_tree,tree_gpw,200,8,14,0.1,entropy
class,f2fsr,25,gpw_tree,gpw_gpw,200,4,33,0.1,gini
class,f2fsr,25,gpw_tree,mdd_tree,200,8,14,0.1,entropy
class,f2fsr,25,gpw_tree,swc_swc,200,9,33,0.147,gini
class,f2fsr,25,tree_gpw,gpw_gpw,200,6,38,0.1,entropy
class,f2fsr,25,tree_gpw,mdd_tree,200,5,2,0.1,entropy
class,f2fsr,25,tree_gpw,swc_swc,200,5,2,0.1,entropy
class,f2fsr,25,gpw_gpw,mdd_tree,200,8,30,0.195,gini
class,f2fsr,25,gpw_gpw,swc_swc,200,8,34,0.242,gini
class,f2fsr,25,mdd_tree,swc_swc,200,5,2,0.1,entropy
instance,f2fsr,25,ggt_mdd,gpw_tree,200,9,11,0.1,gini
instance,f2fsr,25,ggt_mdd,tree_gpw,200,7,30,0.762,gini
instance,f2fsr,25,ggt_mdd,gpw_gpw,200,5,13,0.479,gini
instance,f2fsr,25,ggt_mdd,swc_gpw,200,9,11,0.1,gini
instance,f2fsr,25,gpw_tree,tree_gpw,200,9,33,0.147,gini
instance,f2fsr,25,gpw_tree,gpw_gpw,200,9,11,0.1,gini
instance,f2fsr,25,gpw_tree,swc_gpw,200,5,2,0.1,entropy
instance,f2fsr,25,tree_gpw,gpw_gpw,200,6,38,0.1,entropy
instance,f2fsr,25,tree_gpw,swc_gpw,200,8,14,0.1,entropy
instance,f2fsr,25,gpw_gpw,swc_gpw,200,7,36,0.384,gini
class,sumpb,25,gpw_tree,tree_gpw,200,5,2,0.1,entropy
class,sumpb,25,gpw_tree,gpw_gpw,200,5,2,0.1,entropy
class,sumpb,25,gpw_tree,mdd_tree,200,5,2,0.1,entropy
class,sumpb,25,gpw_tree,swc_swc,200,5,2,0.1,entropy
class,sumpb,25,tree_gpw,gpw_gpw,200,8,33,0.147,gini
class,sumpb,25,tree_gpw,mdd_tree,200,5,2,0.1,entropy
class,sumpb,25,tree_gpw,swc_swc,200,6,38,0.1,entropy
class,sumpb,25,gpw_gpw,mdd_tree,200,7,36,0.384,gini
class,sumpb,25,gpw_gpw,swc_swc,200,6,3,0.62,entropy
class,sumpb,25,mdd_tree,swc_swc,200,5,2,0.1,entropy
instance,sumpb,25,ggt_mdd,gpw_tree,200,6,38,0.1,entropy
instance,sumpb,25,ggt_mdd,tree_gpw,200,6,3,0.62,entropy
instance,sumpb,25,ggt_mdd,gpw_gpw,200,8,33,0.147,gini
instance,sumpb,25,ggt_mdd,swc_gpw,200,8,33,0.147,gini
instance,sumpb,25,gpw_tree,tree_gpw,200,5,2,0.1,entropy
instance,sumpb,25,gpw_tree,gpw_gpw,200,4,33,0.1,gini
instance,sumpb,25,gpw_tree,swc_gpw,200,7,4,0.857,entropy
instance,sumpb,25,tree_gpw,gpw_gpw,200,8,34,0.526,gini
instance,sumpb,25,tree_gpw,swc_gpw,200,5,2,0.1,entropy
instance,sumpb,25,gpw_gpw,swc_gpw,200,8,14,0.1,entropy
class,combi,26,gpw_tree,gpw_gpw,200,12,35,0.526,entropy
class,combi,26,gpw_tree,tree_gpw,200,13,34,0.147,gini
class,combi,26,gpw_tree,swc_gpw,200,13,34,0.147,gini
class,combi,26,gpw_tree,ggt_mdd,200,10,19,0.147,entropy
class,combi,26,gpw_gpw,tree_gpw,200,8,5,0.526,gini
class,combi,26,gpw_gpw,swc_gpw,200,8,8,0.81,entropy
class,combi,26,gpw_gpw,ggt_mdd,200,5,32,0.337,entropy
class,combi,26,tree_gpw,swc_gpw,200,12,20,0.479,gini
class,combi,26,tree_gpw,ggt_mdd,200,13,19,0.952,entropy
class,combi,26,swc_gpw,ggt_mdd,200,9,21,0.195,gini
instance,combi,26,gpw_tree,gpw_gpw,200,12,34,0.337,entropy
instance,combi,26,gpw_tree,tree_gpw,200,10,19,0.147,entropy
instance,combi,26,gpw_tree,swc_gpw,200,13,34,0.147,gini
instance,combi,26,gpw_tree,ggt_mdd,200,11,17,0.62,gini
instance,combi,26,gpw_gpw,tree_gpw,200,13,34,0.147,gini
instance,combi,26,gpw_gpw,swc_gpw,200,13,34,0.147,gini
instance,combi,26,gpw_gpw,ggt_mdd,200,10,36,0.242,entropy
instance,combi,26,tree_gpw,swc_gpw,200,5,6,0.904,entropy
instance,combi,26,tree_gpw,ggt_mdd,200,10,19,0.147,entropy
instance,combi,26,swc_gpw,ggt_mdd,200,8,39,0.81,gini
class,f2f,26,gpw_tree,gpw_gpw,200,7,19,0.147,entropy
class,f2f,26,gpw_tree,tree_gpw,200,9,34,0.147,gini
class,f2f,26,gpw_tree,swc_gpw,200,7,21,0.195,gini
class,f2f,26,gpw_tree,ggt_mdd,200,7,19,0.147,entropy
class,f2f,26,gpw_gpw,tree_gpw,200,6,16,0.573,entropy
class,f2f,26,gpw_gpw,swc_gpw,200,9,34,0.147,gini
class,f2f,26,gpw_gpw,ggt_mdd,200,9,34,0.147,gini
class,f2f,26,tree_gpw,swc_gpw,200,7,21,0.668,gini
class,f2f,26,tree_gpw,ggt_mdd,200,9,19,0.952,entropy
class,f2f,26,swc_gpw,ggt_mdd,200,7,19,0.147,entropy
instance,f2f,26,gpw_tree,gpw_gpw,200,5,26,0.479,gini
instance,f2f,26,gpw_tree,tree_gpw,200,9,34,0.147,gini
instance,f2f,26,gpw_tree,swc_gpw,200,9,34,0.147,gini
instance,f2f,26,gpw_tree,ggt_mdd,200,7,19,0.147,entropy
instance,f2f,26,gpw_gpw,tree_gpw,200,9,34,0.147,gini
instance,f2f,26,gpw_gpw,swc_gpw,200,7,21,0.195,gini
instance,f2f,26,gpw_gpw,ggt_mdd,200,9,19,0.62,gini
instance,f2f,26,tree_gpw,swc_gpw,200,9,19,0.62,gini
instance,f2f,26,tree_gpw,ggt_mdd,200,8,12,0.242,entropy
instance,f2f,26,swc_gpw,ggt_mdd,200,6,39,0.81,gini
class,f2fsr,26,gpw_tree,gpw_gpw,200,5,8,0.62,entropy
class,f2fsr,26,gpw_tree,tree_gpw,200,7,19,0.147,entropy
class,f2fsr,26,gpw_tree,swc_gpw,200,9,34,0.147,gini
class,f2fsr,26,gpw_tree,ggt_mdd,200,7,19,0.147,entropy
class,f2fsr,26,gpw_gpw,tree_gpw,200,7,19,0.147,entropy
class,f2fsr,26,gpw_gpw,swc_gpw,200,7,31,0.431,gini
